,User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Location,Age
42,36,2482,0.0,3394,632,1979,289,740,24.0
43,39,219,0.0,839,152,1995,370,193,0.0
44,39,2184,8.0,1347,595,2000,81,193,0.0
45,39,2513,7.0,1337,1702,1994,643,193,0.0
46,42,2182,7.0,1093,593,2001,81,42,17.0
47,44,1389,0.0,1430,1909,2002,99,120,51.0
48,44,1395,0.0,2205,1039,2002,99,120,51.0
49,44,1475,8.0,3522,1609,1997,190,120,51.0
50,44,3007,0.0,2197,1462,1999,839,120,51.0
51,44,3094,0.0,1627,2441,2000,856,120,51.0
52,51,1487,9.0,3372,1051,1999,190,939,34.0
53,53,113,3.0,1709,1583,1988,361,1121,0.0
54,53,404,10.0,192,2141,1982,380,1121,0.0
55,53,433,6.0,2069,951,1985,140,1121,0.0
56,53,1021,9.0,102,1669,1992,65,1121,0.0
57,53,2089,0.0,1115,1867,1992,80,1121,0.0
58,53,3268,0.0,1970,450,1993,786,1121,0.0
59,53,3276,0.0,229,577,2002,809,1121,0.0
60,56,2423,7.0,1556,1456,1986,643,222,24.0
61,56,2591,0.0,2408,2204,1991,465,222,24.0
62,56,2592,9.0,1212,2204,1995,465,222,24.0
63,64,3588,7.0,1649,1778,2002,312,675,32.0
64,67,635,0.0,2904,349,1978,79,395,43.0
65,67,1241,7.0,3506,59,1980,676,395,43.0
66,67,1325,0.0,422,153,1994,99,395,43.0
67,67,2930,0.0,3072,101,1994,651,395,43.0
68,68,3508,0.0,1218,1303,1998,546,740,0.0
69,69,543,0.0,2705,602,2000,792,1181,0.0
70,69,3502,8.0,2670,2429,1997,546,1181,0.0
71,70,3305,10.0,2688,408,2003,1,960,44.0
72,73,141,5.0,2683,2490,2003,66,1229,0.0
73,75,282,0.0,3387,238,1983,607,658,37.0
74,75,814,0.0,2372,1434,2003,79,658,37.0
75,75,1869,0.0,3249,1839,1952,760,658,37.0
76,75,3342,5.0,1657,937,1991,826,658,37.0
77,77,1564,0.0,2556,2113,1987,8,1181,0.0
78,78,1251,8.0,3293,1891,1988,465,823,18.0
79,79,3418,0.0,363,139,1995,461,850,20.0
80,81,925,5.0,250,1598,2000,452,1012,0.0
81,82,3286,10.0,2171,2218,1999,39,298,0.0
82,83,3130,7.0,1833,1888,1990,54,367,0.0
83,85,630,5.0,3591,1784,2000,399,653,41.0
84,85,2752,0.0,711,2306,2002,765,653,41.0
85,86,131,4.0,1884,2228,1999,618,664,0.0
86,87,62,0.0,2547,539,1994,373,943,0.0
87,87,253,8.0,2654,644,2003,516,943,0.0
88,87,946,8.0,3279,516,2003,676,943,0.0
89,88,1998,7.0,688,1547,1981,85,373,0.0
90,91,600,9.0,2817,1040,1991,484,1150,0.0
91,92,3877,7.0,900,1037,2001,528,196,20.0
92,92,3878,8.0,901,1037,2001,528,196,20.0
93,92,3879,10.0,899,1037,2001,208,196,20.0
94,95,2535,0.0,1810,1233,1994,676,437,0.0
95,97,2497,7.0,2174,1702,1998,643,705,0.0
96,99,477,8.0,1001,1180,2001,792,400,42.0
97,99,479,8.0,1013,1125,2001,792,400,42.0
98,99,598,7.0,2081,1772,2002,72,400,42.0
99,99,614,0.0,2991,2282,2002,72,400,42.0
100,99,1107,6.0,2191,2555,1987,219,400,42.0
101,99,1662,10.0,2284,2145,2000,903,400,42.0
102,99,1748,3.0,3231,1401,1996,760,400,42.0
103,99,2116,9.0,1778,1242,1995,80,400,42.0
104,99,2422,10.0,600,2126,1986,289,400,42.0
105,99,2579,0.0,589,1444,1995,890,400,42.0
106,99,2610,0.0,1710,1895,1996,289,400,42.0
107,99,2880,0.0,2945,1794,2003,411,400,42.0
108,102,3890,7.0,3586,1010,2002,853,84,0.0
109,107,2495,8.0,2263,1760,1992,793,626,0.0
110,109,2401,5.0,382,907,1995,643,753,20.0
111,110,1473,6.0,3413,1829,1996,190,876,0.0
112,114,534,7.0,385,585,1994,792,632,57.0
113,114,1633,9.0,2694,2214,2000,903,632,57.0
114,114,1649,9.0,2726,1104,2003,903,632,57.0
115,114,1650,8.0,66,2214,2003,903,632,57.0
116,114,1792,8.0,3333,2345,2003,760,632,57.0
117,114,2192,9.0,690,997,2004,81,632,57.0
118,114,2372,10.0,246,535,2001,646,632,57.0
119,114,3028,5.0,2877,1218,2000,840,632,57.0
120,125,2535,10.0,1810,1233,1994,676,608,49.0
121,129,597,7.0,177,124,2004,72,124,47.0
122,132,2771,0.0,956,132,2002,643,1056,38.0
123,133,714,10.0,1353,1439,1991,79,533,45.0
124,133,1010,0.0,3165,1941,1990,358,533,45.0
125,133,1575,0.0,1357,1509,1994,904,533,45.0
126,135,1803,0.0,1152,402,1996,579,106,0.0
127,135,2386,0.0,2977,2328,2000,643,106,0.0
128,139,2748,0.0,430,236,2003,305,74,35.0
129,141,3086,10.0,3198,262,1992,827,291,0.0
130,144,1392,0.0,3375,2450,2002,99,182,62.0
131,151,938,0.0,471,511,1999,676,292,0.0
132,160,3957,0.0,1985,2178,1998,242,24,20.0
133,162,1784,5.0,1585,220,2002,760,784,0.0
134,165,127,0.0,2025,856,1998,618,835,62.0
135,165,157,9.0,1667,2062,1996,618,835,62.0
136,165,218,4.0,594,2461,1992,370,835,62.0
137,165,1649,5.0,2726,1104,2003,903,835,62.0
138,165,2346,0.0,336,1702,2001,643,835,62.0
139,169,1612,7.0,2484,2133,1994,903,48,0.0
140,176,624,0.0,3592,2033,2001,596,654,34.0
141,176,1199,0.0,290,996,2003,35,654,34.0
142,176,1202,0.0,1929,1762,2001,901,654,34.0
143,176,3556,4.0,2706,2102,1999,46,654,34.0
144,176,3557,0.0,3358,1861,2000,433,654,34.0
145,178,774,0.0,1106,1540,2002,282,942,28.0
146,178,1806,6.0,1321,145,2002,579,942,28.0
147,178,2188,0.0,3738,1398,2002,81,942,28.0
148,183,3848,0.0,2661,2292,2001,23,906,27.0
149,183,3896,8.0,950,1299,2001,222,906,27.0
150,185,1061,10.0,2253,547,1994,64,89,17.0
151,185,1860,0.0,2359,1827,1993,760,89,17.0
152,190,1,7.0,1511,1847,1999,845,1248,33.0
153,193,3291,0.0,3765,2069,2004,838,752,23.0
154,199,1142,0.0,770,1465,2003,192,66,38.0
155,199,1532,0.0,1677,1441,1986,464,66,38.0
156,199,1922,0.0,582,2360,2002,493,66,38.0
157,202,306,6.0,2782,226,1997,608,850,28.0
158,204,1822,0.0,2818,2275,1993,716,1166,15.0
159,204,3027,0.0,3531,1128,2002,842,1166,15.0
160,207,1593,0.0,2201,2133,1995,903,1230,0.0
161,212,105,8.0,3573,252,1988,376,694,21.0
162,215,182,6.0,624,501,2001,65,900,20.0
163,217,304,8.0,2491,2344,1995,607,1077,0.0
164,224,1601,8.0,3778,558,2000,903,1102,0.0
165,226,2392,8.0,3024,672,1982,643,782,0.0
166,228,1144,7.0,610,1706,2003,192,38,41.0
167,228,1259,9.0,1876,2554,1995,507,38,41.0
168,230,1788,6.0,2096,1875,2002,760,817,0.0
169,232,618,0.0,427,969,1997,630,752,16.0
170,232,1911,8.0,2179,1121,1995,221,752,16.0
171,232,2359,4.0,873,836,1998,16,752,16.0
172,232,2387,6.0,2470,836,2000,16,752,16.0
173,232,2395,6.0,1555,836,1995,768,752,16.0
174,236,1269,0.0,2804,1513,1994,669,987,0.0
175,237,2854,0.0,1359,987,2003,553,897,27.0
176,237,3068,0.0,203,939,1989,702,897,27.0
177,241,698,0.0,1935,1995,1990,186,59,0.0
178,242,2085,10.0,3139,2018,1984,784,774,37.0
179,242,3291,0.0,3765,2069,2004,838,774,37.0
180,242,3648,10.0,1499,2232,0,625,774,37.0
181,242,3651,9.0,751,2047,2002,203,774,37.0
182,242,3653,10.0,732,2049,1980,204,774,37.0
183,242,3654,8.0,976,2047,1994,209,774,37.0
184,242,3655,10.0,788,2047,1981,204,774,37.0
185,242,3656,9.0,659,2047,2003,203,774,37.0
186,242,3657,10.0,1720,2047,1999,204,774,37.0
187,242,3658,10.0,663,2047,2000,204,774,37.0
188,242,3659,10.0,789,2047,2000,204,774,37.0
189,242,3660,9.0,989,2047,2000,204,774,37.0
190,242,3661,7.0,742,2047,1988,204,774,37.0
191,242,3671,9.0,3639,1900,2002,208,774,37.0
192,242,3698,10.0,785,856,0,198,774,37.0
193,242,3699,0.0,783,801,1993,227,774,37.0
194,242,3708,0.0,1433,171,1998,227,774,37.0
195,242,3712,0.0,1185,1413,1996,226,774,37.0
196,242,3762,7.0,775,2350,2002,392,774,37.0
197,242,3765,0.0,2364,2065,1991,448,774,37.0
198,242,3770,8.0,2214,1766,2003,633,774,37.0
199,242,3776,8.0,784,1290,2002,723,774,37.0
200,242,3778,7.0,1917,1186,1968,722,774,37.0
201,242,3783,9.0,1226,1186,1998,722,774,37.0
202,242,3792,0.0,3604,1095,1981,806,774,37.0
203,242,3800,10.0,893,1213,2002,861,774,37.0
204,242,3806,6.0,662,2350,2002,100,774,37.0
205,242,3821,7.0,658,1788,2000,290,774,37.0
206,243,116,10.0,2727,218,1989,618,44,0.0
207,243,159,7.0,2986,190,1998,618,44,0.0
208,243,399,0.0,3732,124,1999,380,44,0.0
209,243,467,0.0,3272,123,1997,792,44,0.0
210,243,526,0.0,3066,2142,2000,787,44,0.0
211,243,570,0.0,1715,80,2002,72,44,0.0
212,243,589,0.0,2745,1104,2003,484,44,0.0
213,243,591,0.0,3121,80,2002,484,44,0.0
214,243,593,0.0,1074,1104,2002,484,44,0.0
215,243,601,9.0,1780,586,2001,72,44,0.0
216,243,665,0.0,2189,2092,1994,79,44,0.0
217,243,721,0.0,581,1753,1995,79,44,0.0
218,243,750,0.0,2196,2092,2001,79,44,0.0
219,243,787,0.0,3384,1542,1999,79,44,0.0
220,243,814,0.0,2372,1434,2003,79,44,0.0
221,243,919,10.0,1790,183,1997,21,44,0.0
222,243,967,0.0,2125,1364,2000,890,44,0.0
223,243,1022,0.0,398,1911,1992,64,44,0.0
224,243,1025,0.0,183,1911,1993,64,44,0.0
225,243,1050,0.0,2801,364,1988,65,44,0.0
226,243,1056,0.0,2106,1388,1997,66,44,0.0
227,243,1078,0.0,2915,1388,1999,64,44,0.0
228,243,1125,6.0,1630,233,1998,83,44,0.0
229,243,1178,0.0,2779,1051,2000,218,44,0.0
230,243,1187,0.0,3080,1248,2003,219,44,0.0
231,243,1190,0.0,2863,1590,2003,218,44,0.0
232,243,1192,0.0,381,1248,2003,218,44,0.0
233,243,1194,7.0,78,1124,1999,36,44,0.0
234,243,1200,0.0,2463,18,2003,188,44,0.0
235,243,1325,0.0,422,153,1994,99,44,0.0
236,243,1358,0.0,2030,775,1998,99,44,0.0
237,243,1482,0.0,3207,1248,1998,191,44,0.0
238,243,1487,0.0,3372,1051,1999,190,44,0.0
239,243,1489,0.0,2600,1337,1999,191,44,0.0
240,243,1494,0.0,3393,1248,1999,190,44,0.0
241,243,1497,0.0,190,727,2000,426,44,0.0
242,243,1509,7.0,85,1248,2001,191,44,0.0
243,243,1580,0.0,2987,1835,1991,903,44,0.0
244,243,1624,0.0,2302,1104,2001,907,44,0.0
245,243,1628,6.0,3150,1104,1999,907,44,0.0
246,243,1640,0.0,3275,1843,2001,903,44,0.0
247,243,1651,0.0,17,1104,2003,907,44,0.0
248,243,1675,6.0,1748,1054,2002,79,44,0.0
249,243,1722,0.0,2087,1443,1996,79,44,0.0
250,243,1744,0.0,2104,2328,1994,760,44,0.0
251,243,1761,0.0,2450,2343,2000,760,44,0.0
252,243,1884,0.0,1123,2466,2001,642,44,0.0
253,243,1945,0.0,473,1857,2001,440,44,0.0
254,243,1949,0.0,2601,1330,2002,440,44,0.0
255,243,2174,8.0,3212,1768,2001,81,44,0.0
256,243,2264,0.0,719,824,1995,740,44,0.0
257,243,2265,0.0,549,1860,1996,740,44,0.0
258,243,2362,0.0,2156,1909,1998,643,44,0.0
259,243,2373,0.0,710,535,2002,643,44,0.0
260,243,2631,0.0,3540,832,1999,749,44,0.0
261,243,2787,0.0,246,535,2003,55,44,0.0
262,243,2874,5.0,81,1613,1998,411,44,0.0
263,243,2922,5.0,599,1641,1961,876,44,0.0
264,243,2938,0.0,3336,150,1998,427,44,0.0
265,243,3296,0.0,3074,14,2004,35,44,0.0
266,243,3347,5.0,510,1065,1993,387,44,0.0
267,244,159,7.0,2986,190,1998,618,243,0.0
268,244,163,8.0,3762,926,1996,703,243,0.0
269,244,385,9.0,1655,2592,2002,350,243,0.0
270,244,962,8.0,64,2189,2000,892,243,0.0
271,244,1987,9.0,1648,43,2003,229,243,0.0
272,244,2936,8.0,2379,524,1993,79,243,0.0
273,244,3347,6.0,510,1065,1993,387,243,0.0
274,244,3349,6.0,513,1065,1996,387,243,0.0
275,247,1406,7.0,1163,1259,1995,193,1292,23.0
276,250,180,0.0,1858,2419,2002,370,729,25.0
277,254,43,0.0,1940,2419,2002,360,729,24.0
278,254,76,0.0,3512,2419,2001,361,729,24.0
279,254,96,0.0,500,684,2003,364,729,24.0
280,254,101,0.0,2108,1032,2003,364,729,24.0
281,254,107,0.0,1885,1710,1988,618,729,24.0
282,254,132,0.0,3238,218,1999,618,729,24.0
283,254,138,0.0,3838,1834,2001,618,729,24.0
284,254,181,0.0,2840,2419,2000,370,729,24.0
285,254,190,0.0,3097,2419,2001,360,729,24.0
286,254,192,0.0,1465,2419,1998,367,729,24.0
287,254,194,0.0,1767,2419,1997,367,729,24.0
288,254,195,0.0,1407,2419,1997,373,729,24.0
289,254,222,0.0,2693,1947,1993,368,729,24.0
290,254,246,0.0,2013,1555,2002,369,729,24.0
291,254,332,0.0,428,969,2001,607,729,24.0
292,254,358,0.0,1753,1121,1994,608,729,24.0
293,254,372,9.0,3315,2349,2003,607,729,24.0
294,254,461,0.0,3473,1402,1996,792,729,24.0
295,254,464,0.0,3474,242,1997,789,729,24.0
296,254,501,0.0,3036,1754,2002,629,729,24.0
297,254,532,0.0,1841,415,1994,580,729,24.0
298,254,586,0.0,3747,1138,1999,484,729,24.0
299,254,600,0.0,2817,1040,1991,484,729,24.0
300,254,601,0.0,1780,586,2001,72,729,24.0
301,254,693,0.0,3160,1589,1987,185,729,24.0
302,254,730,0.0,3478,23,1993,79,729,24.0
303,254,785,0.0,3079,711,1999,186,729,24.0
304,254,842,0.0,2629,1857,2002,763,729,24.0
305,254,898,7.0,2161,895,2004,351,729,24.0
306,254,982,0.0,3227,1868,1998,533,729,24.0
307,254,984,0.0,3059,2409,1999,453,729,24.0
308,254,985,0.0,1452,2023,2002,453,729,24.0
309,254,987,0.0,2698,1891,2002,453,729,24.0
310,254,988,9.0,2988,1891,2002,453,729,24.0
311,254,989,9.0,3374,1891,2002,453,729,24.0
312,254,1042,8.0,2685,2350,1997,618,729,24.0
313,254,1064,0.0,1919,1834,1998,64,729,24.0
314,254,1065,10.0,216,1834,2002,370,729,24.0
315,254,1099,9.0,1763,2047,1997,919,729,24.0
316,254,1129,0.0,3000,648,2003,914,729,24.0
317,254,1133,0.0,477,1428,1998,192,729,24.0
318,254,1233,0.0,2152,7,1990,684,729,24.0
319,254,1285,9.0,2759,101,2001,671,729,24.0
320,254,1298,0.0,1691,2562,1959,621,729,24.0
321,254,1302,0.0,3310,2350,1982,522,729,24.0
322,254,1410,9.0,1203,1030,2000,740,729,24.0
323,254,1414,9.0,1204,1030,1999,740,729,24.0
324,254,1427,0.0,409,2403,2003,668,729,24.0
325,254,1514,0.0,577,2195,2003,190,729,24.0
326,254,1518,0.0,1984,1536,1990,939,729,24.0
327,254,1523,0.0,1265,1446,2003,938,729,24.0
328,254,1536,0.0,1149,1834,1996,8,729,24.0
329,254,1584,0.0,3365,2277,1993,903,729,24.0
330,254,1604,0.0,24,1843,2001,903,729,24.0
331,254,1623,0.0,3196,1843,1998,903,729,24.0
332,254,1805,7.0,1736,1019,2000,579,729,24.0
333,254,1850,0.0,3408,936,1984,762,729,24.0
334,254,1854,0.0,1674,1550,1988,762,729,24.0
335,254,1858,9.0,8,892,1990,760,729,24.0
336,254,1861,0.0,926,1121,1996,762,729,24.0
337,254,1863,8.0,252,892,2004,759,729,24.0
338,254,1879,0.0,1613,620,1997,642,729,24.0
339,254,1884,0.0,1123,2466,2001,642,729,24.0
340,254,1918,0.0,1162,400,2001,221,729,24.0
341,254,1938,0.0,2290,1857,2001,440,729,24.0
342,254,1948,0.0,973,1857,2002,440,729,24.0
343,254,2048,0.0,3431,1048,1984,80,729,24.0
344,254,2076,0.0,1995,1017,1988,81,729,24.0
345,254,2090,0.0,952,1017,1989,81,729,24.0
346,254,2209,0.0,2136,218,0,273,729,24.0
347,254,2227,9.0,1205,1030,1998,740,729,24.0
348,254,2303,9.0,3028,1042,1999,408,729,24.0
349,254,2317,0.0,3006,739,2002,888,729,24.0
350,254,2358,7.0,2427,2533,1998,643,729,24.0
351,254,2406,0.0,1261,672,1984,643,729,24.0
352,254,2531,0.0,1930,400,1993,21,729,24.0
353,254,2576,0.0,247,10,1994,890,729,24.0
354,254,2580,0.0,2492,574,1995,892,729,24.0
355,254,2619,0.0,478,1306,1996,764,729,24.0
356,254,2653,0.0,139,832,1996,749,729,24.0
357,254,2739,0.0,3332,156,2001,749,729,24.0
358,254,2745,0.0,2957,1246,2002,844,729,24.0
359,254,2795,0.0,2917,763,2002,256,729,24.0
360,254,2796,0.0,2952,763,2002,256,729,24.0
361,254,2930,0.0,3072,101,1994,651,729,24.0
362,254,2931,0.0,3084,101,1992,427,729,24.0
363,254,3271,0.0,248,1834,1993,224,729,24.0
364,254,3303,0.0,1624,53,2003,173,729,24.0
365,254,3389,0.0,2170,1834,1998,173,729,24.0
366,254,3391,0.0,3103,53,2002,173,729,24.0
367,254,3416,9.0,1199,1834,2002,178,729,24.0
368,254,3487,0.0,201,2469,2003,24,729,24.0
369,256,908,0.0,77,2457,1998,277,131,0.0
370,256,973,0.0,3155,290,2002,892,131,0.0
371,256,1501,9.0,1993,988,1999,190,131,0.0
372,256,1509,8.0,85,1248,2001,191,131,0.0
373,257,3428,8.0,3288,1948,1996,712,923,0.0
374,257,3507,8.0,996,2429,1997,546,923,0.0
375,272,158,7.0,3218,2244,1999,618,1203,20.0
376,272,736,0.0,2725,1367,2001,79,1203,20.0
377,272,1970,7.0,2348,1696,1958,869,1203,20.0
378,272,2086,0.0,3241,559,1990,785,1203,20.0
379,272,2325,7.0,3411,2384,1995,886,1203,20.0
380,272,3135,8.0,2622,1944,1989,346,1203,20.0
381,272,3258,0.0,3467,1567,1987,895,1203,20.0
382,273,2427,6.0,1986,2330,1988,908,1066,0.0
383,278,2240,6.0,3071,1021,1993,744,223,21.0
384,280,600,7.0,2817,1040,1991,484,1285,0.0
385,289,245,7.0,2633,1894,1990,374,1124,15.0
386,289,2145,6.0,243,1564,2000,794,1124,15.0
387,291,3293,9.0,2778,298,2002,463,410,0.0
388,300,537,5.0,1911,1238,1997,792,788,0.0
389,300,782,5.0,101,1689,1999,79,788,0.0
390,300,791,0.0,3283,515,1999,185,788,0.0
391,300,1037,5.0,307,1938,1998,64,788,0.0
392,300,1091,5.0,3813,570,2001,262,788,0.0
393,300,1724,9.0,683,551,1997,79,788,0.0
394,300,2102,5.0,3788,1268,1997,80,788,0.0
395,300,2353,5.0,3451,2423,2000,643,788,0.0
396,300,3014,5.0,3664,831,2000,839,788,0.0
397,302,558,4.0,1983,1703,2004,791,183,53.0
398,306,1910,0.0,1078,1715,1994,221,131,0.0
399,310,3909,7.0,911,1020,1999,157,84,26.0
400,311,2318,0.0,3626,2147,1987,887,949,34.0
401,313,1121,8.0,181,2117,1994,189,986,0.0
402,323,3447,5.0,3716,2106,1999,695,1036,23.0
403,326,2600,10.0,138,1909,1992,749,867,0.0
404,327,713,0.0,1602,672,1992,79,285,0.0
405,332,1040,6.0,3650,6,1998,618,601,59.0
406,334,3432,8.0,154,2229,2002,712,546,27.0
407,337,3953,9.0,767,144,2000,249,757,17.0
408,338,1018,0.0,757,229,1990,673,729,0.0
409,339,1887,8.0,2739,924,2003,642,1125,20.0
410,343,1327,0.0,3043,2450,1990,99,715,0.0
411,345,2409,6.0,3175,104,1998,643,252,27.0
412,356,1036,7.0,1645,1836,2000,64,621,0.0
413,361,3861,8.0,897,1928,1996,34,910,25.0
414,361,3913,4.0,1814,2328,2002,208,910,25.0
415,362,1627,7.0,1518,1630,1999,903,1136,63.0
416,362,2844,0.0,2266,693,2002,220,1136,63.0
417,362,2845,0.0,2737,1805,1997,513,1136,63.0
418,362,3360,0.0,3584,1249,1996,45,1136,63.0
419,367,1673,9.0,2373,1434,2002,79,276,45.0
420,372,3818,8.0,1241,911,0,292,75,22.0
421,376,231,7.0,2374,957,1993,7,377,35.0
422,376,2494,5.0,2217,1447,1993,436,377,35.0
423,383,69,0.0,339,129,2001,361,189,0.0
424,383,340,0.0,1452,2109,2000,615,189,0.0
425,383,372,0.0,3315,2349,2003,607,189,0.0
426,383,419,0.0,3719,276,1995,591,189,0.0
427,383,564,0.0,812,535,2003,792,189,0.0
428,383,1012,0.0,3089,474,1988,64,189,0.0
429,383,1086,10.0,375,1214,2001,618,189,0.0
430,383,1145,10.0,2939,1248,1991,219,189,0.0
431,383,1146,0.0,1301,2426,1996,35,189,0.0
432,383,1149,0.0,2834,1248,1993,219,189,0.0
433,383,1316,5.0,3513,1757,1987,99,189,0.0
434,383,1671,0.0,1282,1133,2001,79,189,0.0
435,383,1684,0.0,646,626,1985,282,189,0.0
436,383,1688,0.0,2194,626,1990,282,189,0.0
437,383,1943,0.0,1220,1857,2000,440,189,0.0
438,383,1967,10.0,1852,672,1992,684,189,0.0
439,383,2248,0.0,1332,1162,1992,740,189,0.0
440,383,2257,0.0,1331,2538,1996,740,189,0.0
441,383,2380,0.0,1590,213,2000,643,189,0.0
442,383,2597,0.0,3296,1883,1982,749,189,0.0
443,383,2598,0.0,1899,186,1983,751,189,0.0
444,383,2758,5.0,227,213,2003,645,189,0.0
445,383,2785,0.0,3352,446,2004,646,189,0.0
446,383,2812,0.0,2901,2067,2000,698,189,0.0
447,383,2836,0.0,126,1207,2000,123,189,0.0
448,383,2902,0.0,3524,2493,1974,268,189,0.0
449,383,2906,0.0,3645,2542,1984,75,189,0.0
450,383,3115,0.0,1652,1730,1997,894,189,0.0
451,383,3210,5.0,1402,1483,1988,550,189,0.0
452,383,3246,0.0,2519,230,1994,660,189,0.0
453,383,3250,0.0,3624,275,1988,936,189,0.0
454,383,3442,0.0,2874,845,1997,269,189,0.0
455,383,3538,5.0,2402,1830,1991,261,189,0.0
456,384,335,0.0,1291,2575,1991,666,158,23.0
457,384,406,0.0,3111,165,1968,350,158,23.0
458,384,996,0.0,1469,2073,1976,64,158,23.0
459,384,1742,0.0,2860,1410,1996,760,158,23.0
460,384,2859,0.0,2454,1779,2002,138,158,23.0
461,384,3147,0.0,2846,2241,1989,489,158,23.0
462,384,3403,0.0,3464,556,2000,489,158,23.0
463,384,3404,0.0,283,2100,1998,489,158,23.0
464,384,3528,0.0,1922,243,2000,356,158,23.0
465,387,15,0.0,2304,1904,1971,16,204,17.0
466,387,422,2.0,1483,2574,2001,591,204,17.0
467,387,839,6.0,2346,1738,2003,763,204,17.0
468,387,848,0.0,1761,420,2003,763,204,17.0
469,387,1866,10.0,170,1508,2000,762,204,17.0
470,387,2496,0.0,1842,1702,1997,643,204,17.0
471,387,2986,9.0,2689,1675,1989,839,204,17.0
472,388,57,0.0,820,2062,1996,360,771,35.0
473,388,154,8.0,1592,631,1991,618,771,35.0
474,388,157,3.0,1667,2062,1996,618,771,35.0
475,388,178,6.0,3218,2244,1998,370,771,35.0
476,388,289,6.0,1240,1518,1989,614,771,35.0
477,388,459,0.0,2950,814,1996,792,771,35.0
478,388,591,0.0,3121,80,2002,484,771,35.0
479,388,1225,8.0,1373,2293,1992,684,771,35.0
480,388,1481,0.0,1194,2430,2000,191,771,35.0
481,388,1494,0.0,3393,1248,1999,190,771,35.0
482,388,1668,7.0,1679,694,1998,281,771,35.0
483,388,1700,10.0,1650,1627,1990,282,771,35.0
484,388,1880,10.0,485,660,1999,642,771,35.0
485,388,2143,10.0,3285,1627,1995,80,771,35.0
486,388,2534,0.0,3801,1594,1993,676,771,35.0
487,388,2554,9.0,3038,706,1990,892,771,35.0
488,388,2909,8.0,1999,1697,1993,660,771,35.0
489,388,2921,0.0,364,1245,1988,876,771,35.0
490,388,3047,8.0,2843,2168,1987,868,771,35.0
491,388,3231,7.0,2741,1283,1997,316,771,35.0
492,388,3260,4.0,1774,1102,2002,565,771,35.0
493,388,3427,5.0,2198,737,1997,712,771,35.0
494,388,3457,8.0,3070,257,2000,50,771,35.0
495,388,3533,7.0,2960,637,1997,28,771,35.0
496,392,3838,0.0,909,1560,1986,637,83,44.0
497,392,3852,0.0,1107,787,1994,196,83,44.0
498,392,3855,10.0,756,2431,1982,470,83,44.0
499,392,3857,0.0,1287,2497,1992,240,83,44.0
500,392,3858,0.0,1576,2517,1993,240,83,44.0
501,392,3870,0.0,912,722,1991,244,83,44.0
502,392,3887,0.0,1913,1871,1983,458,83,44.0
503,392,3888,0.0,947,1871,1985,253,83,44.0
504,392,3891,7.0,946,166,1987,241,83,44.0
505,392,3894,9.0,1641,1576,1986,251,83,44.0
506,392,3899,0.0,3585,1148,1987,47,83,44.0
507,392,3900,0.0,1548,1807,1990,157,83,44.0
508,392,3901,0.0,1167,809,1995,157,83,44.0
